"Google","English","Selected conda environment was successfully activated, even though ""(base)"" indicator may not be present in the terminal prompt. Learn more.","Korean","""(Base)""표시기는 터미널 프롬프트에 존재하지 않을 수 있지만 선택된 콘다 환경이 성공적으로 활성화되었습니다. 자세히 알아보십시오."
"Google","English","Draft and refine on the spot
Make it shorter. Add an emoji. Translate to kindergartener. ChatGPT can do it all, right on the canvas.","Korean","그 자리에서 초안을 세우고 개선하십시오
더 짧게 만드십시오. 이모티콘을 추가하십시오. 유치원으로 번역하십시오. Chatgpt는 캔버스에서 모든 것을 할 수 있습니다."
"Google","English","Get","Korean","얻다

명사:
    도망 (escape, runaway, get, bolting, bunk)
    새끼 (young, bastard, pup, kid, guy, poult)
    어린애 (child, sprat, chicken, get)
    이익 (profit, benefit, avail, account, making, lucre)
    어려운 공을 받아치기 (get)

동사:
    받다 (undergo, receive, get, take, catch, feel)
    얻다 (get, gain, obtain, win, acquire, make)
    오다 (come, get)
    잡다 (grapple, take, seize, catch, get, grasp)
    가지고 있다 (get, rejoice)
    대다 (apply, touch, furnish, tell, get)
    알다 (know, learn, understand, find, get, see)
    이르다 (say, get, be early, lead to, let know, go down)
    못 쓰게 만들다 (cook, get)
    이르게 하다 (bring, put, swear, get)
    식사 하다 (get)
    입수하다 (get, find)
    낭패케 하다 (get)
    이해하다 (understand, comprehend, catch, see get, make out, figure out)
    잘 재현하다 (get)
    ...에 주목하다 (note, dig, get)
    열중하다 (devote oneself, enthuse, wrap, get)
    ...을 압도하다 (get)
    ...을 감동시키다 (get)
    ...하게 하다 (bluff, cause, get)
    ...시키다 (let, get)
    ...당하다 (get)
    ...해치우다 (get)
    ...하지 않으면 안 되다 (get, have)
    ...로 되다 (grow, get)
    ...하기 시작하다 (begin, get, make)
    ...하게 되다 (get)
    그럭저럭 ...하다 (get)
    빨리 가버리다 (get)"
"Google","English","Allocation","Korean","배당

명사:
    배당 (allocation, portion, rake-off)
    배급 (rationing, allocation, issuance)
    배당액 (allocation)"
"Google","French","informations","Korean","정보"
"Google","English","Background agents run in the cloud, allowing agents to asynchronously work in your codebase.
There are some important security implications. Read our documentation to learn more.","Korean","백그라운드 에이전트는 클라우드에서 실행되므로 에이전트가 코드베이스에서 비동기 적으로 작동 할 수 있습니다.
몇 가지 중요한 보안 영향이 있습니다. 자세한 내용은 문서를 읽으십시오."
"Google","English","greater","Korean","보다 큰

형용사:
    큰 (large, big, great, gross, towering, goodly)
    멋진 (great, splendid, handsome, slick, grand, famous)
    탁월한 (great, transcendent, transcendental, egregious)
    숭고한 (sublime, spiritual, great, winged)
    두드러진 (outstanding, marked, distinguished, banner, emphatic, standout)
    능숙한 (handy, slick, great, hand)
    즐겨 쓰는 (great)
    다수의의 (great)
    다량의 (great)
    신분이 귀한 (great)
    태생이 귀한 (great)
    ...대왕 (great)
    ...대제 (great)"
"Google","English","declarations","Korean","선언

명사:
    선언 (declaration, proclamation)
    신고 (declaration, hardships)
    신고서 (declaration, bill)
    진술 (declaration, allegation, presentment, proposition, deliverance)
    언명 (declaration, enunciation, averment, dick)
    명언 (wise saying, phrase, declaration)
    득점 발표 (declaration)"
"Google","English","Initialization","Korean","초기화"
"Google","English","constructor","Korean","건설자

명사:
    건설자 (constructor, erector)"
"Google","English","subtle","Korean","미묘한

형용사:
    세밀한 (subtle, subtile)
    교활한 (cunning, sly, insidious, crafty, subtle, tricky)
    묽은 (thin, weak, serous, subtle, subtile, fine)
    파악하기 어려운 (evasive, subtle, subtile)
    의뭉스러운 (subtle, subtile, shifty)"
"Google","English","signment","Korean","서명"
"Google","English","assign","Korean","양수인

명사:
    양수인 (assignee, concessioner, assign, concessionaire)

동사:
    할당하다 (assign, allot, allocate, assess, admeasure, mete)
    선임하다 (assign, co-opt)
    지정하다 (understand situation, assign, name, intend for, tab)
    ...에 돌리다 (ascribe, assign)
    양도하다 (transfer, convey to by deed, alienate, cede, demise, assign)
    배속하다 (assign)
    재산을 위탁하다 (assign)"
"Google","English","assignments","Korean","과제

명사:
    할당 (assignment, allotment)
    양도 (assignment, conveyance, transmission, assignation, supply of provisions, two swords)
    숙제 (homework, assignment, prep)
    지시 (indication, lead, assignment, word, warrant)
    분담 (assignment, contingent)
    죄수의 할당 제도 (assignment)
    무보수하인 할당 제도 (assignment)"
"Google","English","assignment","Korean","과제

명사:
    할당 (assignment, allotment)
    양도 (assignment, conveyance, transmission, assignation, supply of provisions, two swords)
    숙제 (homework, assignment, prep)
    지시 (indication, lead, assignment, word, warrant)
    분담 (assignment, contingent)
    죄수의 할당 제도 (assignment)
    무보수하인 할당 제도 (assignment)"
"Google","English","confusion","Korean","착란

명사:
    혼동 (confusion)
    혼잡 (confusion, lock, crush, squash)
    당황 (embarrassment, upset, dismay, puzzlement, confusion, bewilderment)
    혼미 (confusion, fog)"
"Google","English","immediately","Korean","즉시

부사:
    바로 (immediately, just, rightly, right about this place, sock, flush)
    당장 (immediately, outright)"
"Google","English","statement","Korean","성명

명사:
    성명서 (statement, proclamation)
    기재 (materials, statement, registration, registry, genius)
    이야기 (story, talk, tale, narrative, history, statement)
    개진 (statement, submission, airing)
    말하기 (speaking, saying, speech, statement)"
"Google","English","left now points to memory that is no longer valid.","Korean","이제 남은 것은 더 이상 유효하지 않은 메모리를 가리 킵니다."
"Google","English","assumes","Korean","가정합니다

동사:
    취하다 (take, assume, strike, borrow, prefer, get drunk)
    잡다 (grapple, take, seize, catch, get, grasp)
    말다 (roll, convolve, mix with, stop, scroll, assume)
    제 것으로 삼다 (assume)
    가정하다 (assume, presume, postulate, say)
    사실이라고 보다 (assume)
    사실이라고 생각하다 (assume)
    ...인 체하다 (sham, fake, assume)
    주제넘게 나서다 (obtrude, presume, assume)"
"Google","English","unpredictable","Korean","예측할 수 없습니다"
"Google","English","guarantees","Korean","보증

명사:
    보증 (warranty, guarantee, assurance, warrant, security, guaranty)
    보장 (guarantee, indemnity, palladium)
    피보증인 (warrantee, guarantee)
    보증하는 것 (guarantee)"
"Google","English","reclaimed","Korean","재생

동사:
    ...의 반환을 요구하다 (reclaim)
    교정하다 (proofread, correct, rectify, revise, emend, reclaim)
    개선하다 (improve, better, re-elect, return in triumph, mend, reclaim)
    개간하다 (reclaim)
    개화하다 (civilize, efflorescence, effloresce, reclaim)
    교화하다 (civilize, reclaim)
    개척하다 (reclaim, exploit, disafforest, colonize, pioneer, carve)"
"Google","English","The pointer points to memory that has been reclaimed","Korean","포인터는 재생 된 메모리를 가리 킵니다"
"Google","English","You are responsible for managing memory","Korean","메모리 관리에 대한 책임이 있습니다"
"Google","English","incomplete type ""Node"" is not allowed C/","Korean","불완전한 유형 ""노드""가 허용되지 않습니다 c/"
"Google","English","Potential Infinite Loop and Null Pointer Dereference","Korean","잠재적 인 무한 루프 및 NULL 포인터 단축"
"Google","English","In find_node, if the value is not found, trace will eventually become nullptr, and then trace->data will cause a crash.
How to fix:","Korean","find_node에서 값을 찾을 수없는 경우 추적은 결국 NULLPTR이되고 추적-> 데이터가 충돌을 일으 킵니다.
수정 방법 :"
"Google","English","Your code is not working for several reasons, both in logic and in C++ best practices.","Korean","코드는 논리와 C ++ 모범 사례 모두에서 여러 가지 이유로 작동하지 않습니다."
"Google","English","Terminal will be reused by tasks","Korean","터미널은 작업에 의해 재사용됩니다"
"Google","English","complete","Korean","완벽한

형용사:
    완전한 (complete, full, perfect, entire, integral, whole)
    완성한 (complete)
    전부의 (all, complete, overall)
    완결한 (complete)
    숙달한 (adept, versed, complete)

동사:
    채우다 (gratify, stuff, lock, fulfill, serve, complete)
    완성하다 (complete, clear off, consummate, finalize, execute)
    완료하다 (complete, consummate, go through)
    완투하다 (pitch a whole game, complete)"
"Google","English","Exhaustive","Korean","철저한

형용사:
    철저한 (thorough, exhaustive, depth, radical, outright, thoroughgoing)"
